Requisition_ID,Department,Open_Date,Time_To_Fill_Days,Candidate_Count,Offer_Accepted,Hire_Date,Hiring_Manager
REQ00725,Operations,2025-06-24,58,57,Yes,2025-08-21,MGR0007
REQ00726,HR,2023-01-15,44,85,Yes,2023-02-28,MGR0278
REQ00727,Operations,2025-09-09,70,53,Yes,2025-11-18,MGR0023
REQ00728,Maintenance,2024-07-24,57,116,No,2024-09-19,MGR0266
REQ00729,Customer Service,2025-10-15,72,149,Yes,2025-12-26,MGR0011
REQ00730,Maintenance,2025-03-11,66,130,Yes,2025-05-16,MGR0039
REQ00731,Maintenance,2024-08-30,62,68,No,2024-10-31,MGR0292
REQ00732,Finance,2023-12-10,44,30,Yes,2024-01-23,MGR0051
REQ00733,Operations,2024-12-21,36,46,Yes,2025-01-26,MGR0274
REQ00734,Planning,2023-10-14,73,67,Yes,2023-12-26,MGR0098
REQ00735,Operations,2024-07-30,63,124,Yes,2024-10-01,MGR0292
REQ00736,Maintenance,2023-01-09,59,49,No,2023-03-09,MGR0138
REQ00737,Operations,2023-07-19,64,22,Yes,2023-09-21,MGR0196
REQ00738,Maintenance,2023-06-01,19,46,Yes,2023-06-20,MGR0093
REQ00739,IT,2024-08-22,82,87,Yes,2024-11-12,MGR0069
REQ00740,HR,2025-10-19,20,9,Yes,2025-11-08,MGR0068
REQ00741,Operations,2024-04-07,44,68,Yes,2024-05-21,MGR0029
REQ00742,Maintenance,2024-02-28,52,144,Yes,2024-04-20,MGR0160
REQ00743,Operations,2025-12-02,73,64,No,2026-02-13,MGR0073
REQ00744,Operations,2025-06-08,44,124,No,2025-07-22,MGR0105
REQ00745,Customer Service,2025-01-05,31,63,No,2025-02-05,MGR0266
REQ00746,Maintenance,2025-12-03,35,132,Yes,2026-01-07,MGR0218
REQ00747,IT,2023-08-11,118,30,Yes,2023-12-07,MGR0194
REQ00748,Operations,2023-03-10,65,54,Yes,2023-05-14,MGR0101
REQ00749,Safety & Compliance,2024-06-03,35,116,Yes,2024-07-08,MGR0162
REQ00750,Operations,2025-04-08,23,87,Yes,2025-05-01,MGR0104
REQ00751,Customer Service,2025-09-09,51,68,No,2025-10-30,MGR0062
REQ00752,HR,2024-10-13,59,103,Yes,2024-12-11,MGR0096
REQ00753,HR,2025-11-01,30,32,Yes,2025-12-01,MGR0226
REQ00754,Maintenance,2024-02-08,43,79,Yes,2024-03-22,MGR0079
REQ00755,Operations,2025-10-19,61,26,Yes,2025-12-19,MGR0001
REQ00756,Operations,2025-07-15,68,21,Yes,2025-09-21,MGR0112
REQ00757,Maintenance,2025-01-02,27,42,Yes,2025-01-29,MGR0086
REQ00758,Finance,2025-06-02,75,8,Yes,2025-08-16,MGR0106
REQ00759,Finance,2023-09-20,66,148,Yes,2023-11-25,MGR0011
REQ00760,Operations,2024-01-20,63,148,Yes,2024-03-23,MGR0130
REQ00761,Customer Service,2025-06-19,67,40,Yes,2025-08-25,MGR0069
REQ00762,Maintenance,2024-11-30,48,79,Yes,2025-01-17,MGR0249
REQ00763,Finance,2024-10-07,41,21,Yes,2024-11-17,MGR0097
REQ00764,Planning,2025-05-18,73,105,Yes,2025-07-30,MGR0084
REQ00765,Maintenance,2024-11-11,25,116,Yes,2024-12-06,MGR0135
REQ00766,Maintenance,2024-12-18,43,149,Yes,2025-01-30,MGR0269
REQ00767,Maintenance,2025-09-23,28,125,Yes,2025-10-21,MGR0235
REQ00768,Customer Service,2025-06-18,35,102,Yes,2025-07-23,MGR0032
REQ00769,Safety & Compliance,2025-12-12,42,17,Yes,2026-01-23,MGR0016
REQ00770,Operations,2023-09-07,45,135,Yes,2023-10-22,MGR0015
REQ00771,Operations,2023-11-13,66,126,Yes,2024-01-18,MGR0007
REQ00772,IT,2023-09-06,116,144,Yes,2023-12-31,MGR0298
REQ00773,Safety & Compliance,2024-10-03,61,34,Yes,2024-12-03,MGR0224
REQ00774,Operations,2023-07-18,52,61,Yes,2023-09-08,MGR0143
REQ00775,Operations,2025-08-10,50,9,Yes,2025-09-29,MGR0256
REQ00776,IT,2025-07-12,113,8,Yes,2025-11-02,MGR0090
REQ00777,Operations,2025-01-04,36,24,Yes,2025-02-09,MGR0239
REQ00778,Safety & Compliance,2023-10-07,70,108,Yes,2023-12-16,MGR0043
REQ00779,Maintenance,2024-09-24,48,150,Yes,2024-11-11,MGR0218
REQ00780,Customer Service,2023-04-08,75,95,Yes,2023-06-22,MGR0022
REQ00781,Operations,2024-02-09,66,75,Yes,2024-04-15,MGR0165
REQ00782,Safety & Compliance,2025-06-29,73,43,Yes,2025-09-10,MGR0187
REQ00783,Operations,2025-07-13,27,29,No,2025-08-09,MGR0189
REQ00784,Planning,2025-07-15,82,123,Yes,2025-10-05,MGR0109
REQ00785,Operations,2025-11-02,71,55,Yes,2026-01-12,MGR0276
REQ00786,Operations,2025-09-19,74,97,Yes,2025-12-02,MGR0101
REQ00787,Operations,2025-09-23,43,77,Yes,2025-11-05,MGR0027
REQ00788,Operations,2024-12-06,64,112,Yes,2025-02-08,MGR0076
REQ00789,HR,2024-11-06,48,135,Yes,2024-12-24,MGR0113
REQ00790,Operations,2024-05-16,61,106,No,2024-07-16,MGR0126
REQ00791,Maintenance,2024-03-16,38,105,Yes,2024-04-23,MGR0186
REQ00792,Safety & Compliance,2025-06-06,21,104,Yes,2025-06-27,MGR0074
REQ00793,Operations,2025-12-29,27,89,Yes,2026-01-25,MGR0274
REQ00794,Operations,2023-07-20,74,48,No,2023-10-02,MGR0008
REQ00795,Operations,2024-08-19,51,24,Yes,2024-10-09,MGR0163
REQ00796,Maintenance,2023-07-13,70,99,Yes,2023-09-21,MGR0153
REQ00797,Finance,2025-08-19,68,82,Yes,2025-10-26,MGR0101
REQ00798,Operations,2023-06-11,28,139,No,2023-07-09,MGR0162
REQ00799,Operations,2024-08-23,61,128,No,2024-10-23,MGR0226
REQ00800,Maintenance,2024-06-11,73,84,Yes,2024-08-23,MGR0103
REQ00801,Operations,2025-01-01,64,100,Yes,2025-03-06,MGR0122
REQ00802,Safety & Compliance,2025-08-25,26,39,Yes,2025-09-20,MGR0057
REQ00803,Customer Service,2024-03-20,25,36,No,2024-04-14,MGR0209
REQ00804,HR,2023-05-21,19,146,Yes,2023-06-09,MGR0193
REQ00805,Customer Service,2025-10-20,64,127,Yes,2025-12-23,MGR0041
REQ00806,Operations,2024-07-14,29,63,Yes,2024-08-12,MGR0127
REQ00807,Operations,2024-09-04,49,85,No,2024-10-23,MGR0109
REQ00808,Operations,2025-09-30,57,29,Yes,2025-11-26,MGR0285
REQ00809,Operations,2024-07-05,74,67,Yes,2024-09-17,MGR0298
REQ00810,Maintenance,2023-11-17,20,127,Yes,2023-12-07,MGR0285
REQ00811,Customer Service,2023-08-27,59,130,Yes,2023-10-25,MGR0025
REQ00812,Operations,2025-04-23,74,98,Yes,2025-07-06,MGR0033
REQ00813,Operations,2023-08-30,57,20,Yes,2023-10-26,MGR0179
REQ00814,Maintenance,2025-05-24,73,113,Yes,2025-08-05,MGR0135
REQ00815,HR,2023-06-30,27,148,No,2023-07-27,MGR0251
REQ00816,Operations,2025-08-22,60,82,Yes,2025-10-21,MGR0107
REQ00817,IT,2023-08-03,53,63,Yes,2023-09-25,MGR0132
REQ00818,Planning,2025-03-11,94,38,Yes,2025-06-13,MGR0152
REQ00819,Operations,2023-02-28,24,8,Yes,2023-03-24,MGR0159
REQ00820,Customer Service,2024-01-16,21,8,No,2024-02-06,MGR0229
REQ00821,Operations,2023-05-31,69,38,Yes,2023-08-08,MGR0154
REQ00822,Operations,2023-08-13,25,117,Yes,2023-09-07,MGR0191
REQ00823,Customer Service,2023-01-15,18,71,Yes,2023-02-02,MGR0239
REQ00824,Maintenance,2024-01-08,57,126,Yes,2024-03-05,MGR0191
REQ00825,Customer Service,2023-09-06,70,98,Yes,2023-11-15,MGR0103
REQ00826,HR,2023-10-20,20,134,Yes,2023-11-09,MGR0106
REQ00827,Maintenance,2023-11-20,55,34,Yes,2024-01-14,MGR0004
REQ00828,Operations,2025-02-12,61,18,Yes,2025-04-14,MGR0195
REQ00829,Customer Service,2025-04-01,50,108,No,2025-05-21,MGR0244
REQ00830,Operations,2023-10-23,71,50,Yes,2024-01-02,MGR0178
REQ00831,Operations,2023-03-04,71,72,Yes,2023-05-14,MGR0154
REQ00832,Operations,2024-12-02,48,126,No,2025-01-19,MGR0278
REQ00833,Operations,2023-11-25,48,119,Yes,2024-01-12,MGR0249
REQ00834,Maintenance,2025-04-11,62,65,Yes,2025-06-12,MGR0020
REQ00835,Operations,2025-08-26,42,36,No,2025-10-07,MGR0168
REQ00836,Maintenance,2023-01-09,73,132,Yes,2023-03-23,MGR0164
REQ00837,Maintenance,2024-06-24,58,44,Yes,2024-08-21,MGR0116
REQ00838,Maintenance,2024-08-25,54,123,Yes,2024-10-18,MGR0121
REQ00839,Customer Service,2024-05-05,18,89,Yes,2024-05-23,MGR0207
REQ00840,Maintenance,2024-04-07,71,28,Yes,2024-06-17,MGR0208
REQ00841,Maintenance,2023-06-15,62,145,Yes,2023-08-16,MGR0128
REQ00842,Operations,2024-12-23,22,75,Yes,2025-01-14,MGR0042
REQ00843,Operations,2023-10-13,50,123,Yes,2023-12-02,MGR0156
REQ00844,Operations,2024-11-21,75,150,Yes,2025-02-04,MGR0252
REQ00845,Operations,2024-04-22,31,79,Yes,2024-05-23,MGR0117
REQ00846,Operations,2025-11-16,74,139,Yes,2026-01-29,MGR0183
REQ00847,Operations,2024-08-21,58,87,No,2024-10-18,MGR0090
REQ00848,Maintenance,2024-12-12,47,48,Yes,2025-01-28,MGR0003
REQ00849,Operations,2025-12-17,62,79,Yes,2026-02-17,MGR0184
REQ00850,Finance,2024-03-10,66,84,No,2024-05-15,MGR0050
REQ00851,Operations,2023-09-08,23,59,No,2023-10-01,MGR0241
REQ00852,HR,2025-03-20,50,109,Yes,2025-05-09,MGR0141
REQ00853,Maintenance,2025-10-15,39,122,Yes,2025-11-23,MGR0120
REQ00854,Operations,2023-04-02,63,124,Yes,2023-06-04,MGR0058
REQ00855,Operations,2025-04-16,64,34,Yes,2025-06-19,MGR0005
REQ00856,Maintenance,2024-03-25,51,102,Yes,2024-05-15,MGR0170
REQ00857,Operations,2025-05-31,65,87,Yes,2025-08-04,MGR0012
REQ00858,Operations,2025-12-20,50,80,Yes,2026-02-08,MGR0290
REQ00859,Operations,2024-05-30,20,134,No,2024-06-19,MGR0106
REQ00860,Planning,2024-06-20,94,149,Yes,2024-09-22,MGR0047
REQ00861,IT,2023-01-30,78,50,Yes,2023-04-18,MGR0173
REQ00862,Operations,2024-07-02,63,123,Yes,2024-09-03,MGR0177
REQ00863,Customer Service,2023-02-17,27,139,Yes,2023-03-16,MGR0183
REQ00864,Operations,2025-10-31,34,42,Yes,2025-12-04,MGR0277
REQ00865,Safety & Compliance,2023-04-24,50,83,Yes,2023-06-13,MGR0154
REQ00866,Finance,2025-01-17,22,53,Yes,2025-02-08,MGR0105
REQ00867,Operations,2025-04-06,41,34,Yes,2025-05-17,MGR0030
REQ00868,Maintenance,2024-10-31,48,77,Yes,2024-12-18,MGR0194
REQ00869,Maintenance,2024-05-04,34,37,Yes,2024-06-07,MGR0010
REQ00870,Maintenance,2025-01-20,41,16,Yes,2025-03-02,MGR0140
REQ00871,Maintenance,2023-07-22,64,147,Yes,2023-09-24,MGR0092
REQ00872,Operations,2025-04-01,31,141,Yes,2025-05-02,MGR0214
REQ00873,Operations,2023-07-24,26,86,Yes,2023-08-19,MGR0233
REQ00874,Maintenance,2024-11-13,46,68,Yes,2024-12-29,MGR0257
REQ00875,Maintenance,2023-06-07,25,91,Yes,2023-07-02,MGR0168
REQ00876,Operations,2024-11-22,36,74,Yes,2024-12-28,MGR0136
REQ00877,Operations,2025-12-04,46,90,Yes,2026-01-19,MGR0203
REQ00878,HR,2023-11-14,52,129,Yes,2024-01-05,MGR0159
REQ00879,IT,2025-04-05,84,22,Yes,2025-06-28,MGR0292
REQ00880,Operations,2025-10-12,51,125,Yes,2025-12-02,MGR0262
REQ00881,Finance,2025-06-25,21,90,Yes,2025-07-16,MGR0285
REQ00882,Customer Service,2024-02-24,59,142,Yes,2024-04-23,MGR0061
REQ00883,Operations,2023-10-07,68,90,No,2023-12-14,MGR0093
REQ00884,Operations,2025-10-21,66,94,Yes,2025-12-26,MGR0188
REQ00885,Safety & Compliance,2024-04-21,55,35,Yes,2024-06-15,MGR0130
REQ00886,Planning,2025-07-14,101,56,Yes,2025-10-23,MGR0291
REQ00887,Operations,2025-11-30,34,52,No,2026-01-03,MGR0129
REQ00888,Maintenance,2024-01-30,66,24,Yes,2024-04-05,MGR0217
REQ00889,Operations,2023-06-15,70,31,Yes,2023-08-24,MGR0288
REQ00890,Operations,2023-05-10,65,113,Yes,2023-07-14,MGR0044
REQ00891,HR,2025-07-04,44,33,Yes,2025-08-17,MGR0014
REQ00892,Safety & Compliance,2025-07-25,47,114,Yes,2025-09-10,MGR0068
REQ00893,Operations,2024-09-17,66,102,No,2024-11-22,MGR0101
REQ00894,Planning,2025-03-13,74,17,No,2025-05-26,MGR0092
REQ00895,Customer Service,2025-12-28,63,130,No,2026-03-01,MGR0164
REQ00896,Operations,2023-08-17,62,108,Yes,2023-10-18,MGR0186
REQ00897,Operations,2025-10-27,37,77,No,2025-12-03,MGR0208
REQ00898,Maintenance,2023-11-02,64,48,No,2024-01-05,MGR0044
REQ00899,Finance,2024-01-07,24,143,Yes,2024-01-31,MGR0244
REQ00900,IT,2025-03-11,117,120,Yes,2025-07-06,MGR0046
REQ00901,Finance,2025-01-19,52,32,No,2025-03-12,MGR0057
REQ00902,Customer Service,2025-07-19,25,98,Yes,2025-08-13,MGR0157
REQ00903,Operations,2023-12-06,18,92,Yes,2023-12-24,MGR0015
REQ00904,IT,2023-04-12,73,143,No,2023-06-24,MGR0133
REQ00905,Customer Service,2025-06-16,32,45,Yes,2025-07-18,MGR0159
REQ00906,Operations,2025-05-29,56,135,Yes,2025-07-24,MGR0220
REQ00907,Operations,2024-01-15,62,149,Yes,2024-03-17,MGR0135
REQ00908,IT,2024-07-21,103,103,Yes,2024-11-01,MGR0083
REQ00909,Customer Service,2025-07-31,31,65,No,2025-08-31,MGR0217
REQ00910,IT,2024-06-24,49,36,Yes,2024-08-12,MGR0184
REQ00911,Operations,2025-12-20,56,124,Yes,2026-02-14,MGR0299
REQ00912,Operations,2025-12-03,20,133,Yes,2025-12-23,MGR0113
REQ00913,IT,2023-12-18,54,98,Yes,2024-02-10,MGR0287
REQ00914,Operations,2025-01-23,58,90,Yes,2025-03-22,MGR0196
REQ00915,Safety & Compliance,2023-01-04,66,142,Yes,2023-03-11,MGR0172
REQ00916,Operations,2025-01-01,25,139,Yes,2025-01-26,MGR0097
REQ00917,Planning,2024-08-20,80,20,Yes,2024-11-08,MGR0198
REQ00918,Operations,2025-10-09,72,65,Yes,2025-12-20,MGR0107
REQ00919,Operations,2025-06-14,29,85,Yes,2025-07-13,MGR0112
REQ00920,Customer Service,2024-06-24,26,112,No,2024-07-20,MGR0286
REQ00921,Maintenance,2024-02-03,57,89,No,2024-03-31,MGR0227
REQ00922,Operations,2023-09-15,43,34,Yes,2023-10-28,MGR0292
REQ00923,Customer Service,2024-08-07,63,115,Yes,2024-10-09,MGR0095
REQ00924,Maintenance,2025-01-04,41,71,Yes,2025-02-14,MGR0159
REQ00925,Operations,2025-05-13,47,58,Yes,2025-06-29,MGR0049
REQ00926,Operations,2023-07-18,52,99,Yes,2023-09-08,MGR0250
REQ00927,Maintenance,2023-08-08,60,121,Yes,2023-10-07,MGR0205
REQ00928,Operations,2025-06-02,63,132,Yes,2025-08-04,MGR0260
REQ00929,Customer Service,2025-12-24,75,73,Yes,2026-03-09,MGR0260
REQ00930,Planning,2023-09-07,47,108,Yes,2023-10-24,MGR0206
REQ00931,Customer Service,2024-09-20,44,62,No,2024-11-03,MGR0293
REQ00932,Operations,2025-06-29,40,24,Yes,2025-08-08,MGR0097
REQ00933,Operations,2024-11-03,60,117,Yes,2025-01-02,MGR0118
REQ00934,Maintenance,2024-09-13,64,118,Yes,2024-11-16,MGR0300
REQ00935,Planning,2025-08-18,113,13,Yes,2025-12-09,MGR0124
REQ00936,Operations,2024-05-09,73,99,Yes,2024-07-21,MGR0241
REQ00937,IT,2025-02-22,56,85,Yes,2025-04-19,MGR0163
REQ00938,Maintenance,2024-07-10,28,10,No,2024-08-07,MGR0027
REQ00939,IT,2023-12-30,106,88,Yes,2024-04-14,MGR0071
REQ00940,Operations,2024-06-23,72,14,Yes,2024-09-03,MGR0288
REQ00941,Operations,2023-04-04,55,12,Yes,2023-05-29,MGR0169
REQ00942,Customer Service,2023-06-02,35,19,No,2023-07-07,MGR0117
REQ00943,IT,2024-11-13,54,20,Yes,2025-01-06,MGR0170
REQ00944,Operations,2023-10-07,58,41,Yes,2023-12-04,MGR0128
REQ00945,Operations,2024-08-13,61,110,No,2024-10-13,MGR0033
REQ00946,Operations,2025-04-30,56,140,Yes,2025-06-25,MGR0177
REQ00947,Operations,2024-06-22,68,98,Yes,2024-08-29,MGR0069
REQ00948,Operations,2025-12-31,59,23,Yes,2026-02-28,MGR0163
REQ00949,Customer Service,2024-11-16,31,129,Yes,2024-12-17,MGR0194
REQ00950,Customer Service,2023-09-06,52,48,Yes,2023-10-28,MGR0107
REQ00951,Operations,2025-08-15,40,37,Yes,2025-09-24,MGR0101
REQ00952,Maintenance,2023-10-21,29,146,Yes,2023-11-19,MGR0022
REQ00953,Maintenance,2023-09-14,24,92,Yes,2023-10-08,MGR0290
REQ00954,IT,2023-10-15,90,68,Yes,2024-01-13,MGR0239
REQ00955,Operations,2025-08-24,53,109,Yes,2025-10-16,MGR0090
REQ00956,Operations,2023-03-02,74,134,Yes,2023-05-15,MGR0239
REQ00957,Finance,2025-07-11,74,142,No,2025-09-23,MGR0181
REQ00958,Operations,2025-05-20,64,144,Yes,2025-07-23,MGR0229
REQ00959,IT,2025-12-07,106,101,Yes,2026-03-23,MGR0122
REQ00960,Operations,2023-12-12,29,100,Yes,2024-01-10,MGR0123
REQ00961,Maintenance,2025-03-03,69,26,Yes,2025-05-11,MGR0276
REQ00962,Maintenance,2025-05-14,56,91,Yes,2025-07-09,MGR0032
REQ00963,HR,2025-05-23,30,76,Yes,2025-06-22,MGR0285
REQ00964,Operations,2025-02-17,64,80,Yes,2025-04-22,MGR0254
REQ00965,Customer Service,2023-05-23,74,59,Yes,2023-08-05,MGR0085
REQ00966,Operations,2025-01-06,36,55,Yes,2025-02-11,MGR0150
REQ00967,Customer Service,2023-09-05,63,104,Yes,2023-11-07,MGR0205
REQ00968,Finance,2024-02-03,48,116,No,2024-03-22,MGR0022
REQ00969,Finance,2023-02-25,70,19,No,2023-05-06,MGR0125
REQ00970,Operations,2024-03-30,44,141,Yes,2024-05-13,MGR0166
REQ00971,Safety & Compliance,2025-07-14,49,36,Yes,2025-09-01,MGR0222
REQ00972,Customer Service,2025-11-08,68,127,Yes,2026-01-15,MGR0111
REQ00973,Maintenance,2023-11-12,37,92,No,2023-12-19,MGR0272
REQ00974,Planning,2025-09-22,104,126,No,2026-01-04,MGR0221
REQ00975,Customer Service,2024-02-02,48,127,No,2024-03-21,MGR0291
REQ00976,Safety & Compliance,2025-10-05,28,99,Yes,2025-11-02,MGR0215
REQ00977,Operations,2024-01-20,52,89,Yes,2024-03-12,MGR0130
REQ00978,Maintenance,2025-06-18,73,76,Yes,2025-08-30,MGR0219
REQ00979,HR,2023-08-04,68,42,Yes,2023-10-11,MGR0009
REQ00980,Customer Service,2025-09-28,58,142,Yes,2025-11-25,MGR0209
REQ00981,Operations,2025-01-26,28,88,Yes,2025-02-23,MGR0079
REQ00982,Operations,2024-03-03,31,21,Yes,2024-04-03,MGR0195
REQ00983,Operations,2024-09-20,48,122,Yes,2024-11-07,MGR0013
REQ00984,Maintenance,2023-03-18,41,62,Yes,2023-04-28,MGR0293
REQ00985,Customer Service,2023-02-09,66,111,Yes,2023-04-16,MGR0014
REQ00986,Customer Service,2024-01-15,23,92,No,2024-02-07,MGR0064
REQ00987,Operations,2023-01-24,74,50,Yes,2023-04-08,MGR0172
REQ00988,Operations,2024-06-07,63,33,No,2024-08-09,MGR0145
REQ00989,Operations,2024-04-26,37,135,Yes,2024-06-02,MGR0148
REQ00990,Finance,2023-11-04,70,93,No,2024-01-13,MGR0051
REQ00991,Operations,2024-04-13,34,82,Yes,2024-05-17,MGR0177
REQ00992,Customer Service,2023-08-13,57,32,Yes,2023-10-09,MGR0017
REQ00993,Customer Service,2024-07-10,48,32,Yes,2024-08-27,MGR0134
REQ00994,Operations,2023-11-12,41,89,Yes,2023-12-23,MGR0001
REQ00995,Operations,2023-09-16,18,142,Yes,2023-10-04,MGR0214
REQ00996,HR,2025-10-28,22,71,Yes,2025-11-19,MGR0128
REQ00997,HR,2024-06-12,41,113,Yes,2024-07-23,MGR0174
REQ00998,Operations,2024-10-13,60,149,Yes,2024-12-12,MGR0290
REQ00999,Maintenance,2024-02-03,41,43,Yes,2024-03-15,MGR0231
REQ01000,Finance,2025-09-01,27,40,Yes,2025-09-28,MGR0193
REQ01001,Maintenance,2023-08-31,72,52,Yes,2023-11-11,MGR0152
REQ01002,Operations,2025-06-17,28,33,Yes,2025-07-15,MGR0204
REQ01003,Customer Service,2025-04-07,61,11,Yes,2025-06-07,MGR0287
REQ01004,Operations,2023-05-25,63,136,Yes,2023-07-27,MGR0227
REQ01005,Operations,2025-08-12,51,106,Yes,2025-10-02,MGR0029
REQ01006,HR,2025-01-07,18,144,Yes,2025-01-25,MGR0079
REQ01007,HR,2025-04-01,36,131,No,2025-05-07,MGR0295
REQ01008,Operations,2024-10-23,25,26,Yes,2024-11-17,MGR0060
REQ01009,Operations,2025-08-29,73,137,Yes,2025-11-10,MGR0171
REQ01010,Customer Service,2024-10-02,53,44,Yes,2024-11-24,MGR0224
REQ01011,Maintenance,2024-07-14,56,126,No,2024-09-08,MGR0086
REQ01012,HR,2025-11-09,67,136,Yes,2026-01-15,MGR0228
REQ01013,Maintenance,2024-03-27,25,113,Yes,2024-04-21,MGR0008
REQ01014,Finance,2025-03-24,33,138,Yes,2025-04-26,MGR0221
REQ01015,IT,2023-06-25,54,64,Yes,2023-08-18,MGR0195
REQ01016,Operations,2025-03-28,72,62,Yes,2025-06-08,MGR0015
REQ01017,Maintenance,2025-10-05,75,71,Yes,2025-12-19,MGR0007
REQ01018,Customer Service,2023-11-25,39,52,Yes,2024-01-03,MGR0219
REQ01019,Operations,2024-03-21,63,114,Yes,2024-05-23,MGR0267
REQ01020,Operations,2025-11-04,52,107,Yes,2025-12-26,MGR0110
REQ01021,IT,2024-04-09,76,139,Yes,2024-06-24,MGR0198
REQ01022,HR,2025-03-23,39,24,Yes,2025-05-01,MGR0073
REQ01023,Operations,2024-02-08,75,75,Yes,2024-04-23,MGR0011
REQ01024,Planning,2025-03-17,101,39,Yes,2025-06-26,MGR0002
REQ01025,Maintenance,2025-03-26,60,72,Yes,2025-05-25,MGR0082
REQ01026,Operations,2023-09-06,20,60,Yes,2023-09-26,MGR0270
REQ01027,Operations,2023-09-05,51,117,Yes,2023-10-26,MGR0232
REQ01028,Maintenance,2024-05-15,65,34,Yes,2024-07-19,MGR0019
REQ01029,Operations,2025-09-21,52,100,No,2025-11-12,MGR0083
REQ01030,Operations,2024-07-08,58,111,Yes,2024-09-04,MGR0273
REQ01031,Operations,2024-04-26,38,57,Yes,2024-06-03,MGR0296
REQ01032,Operations,2025-11-30,40,126,No,2026-01-09,MGR0070
REQ01033,Maintenance,2024-01-14,49,141,Yes,2024-03-03,MGR0008
REQ01034,IT,2025-06-09,76,40,Yes,2025-08-24,MGR0260
REQ01035,Finance,2023-02-01,57,102,No,2023-03-30,MGR0045
REQ01036,Safety & Compliance,2024-05-23,26,91,Yes,2024-06-18,MGR0034
REQ01037,Operations,2025-07-10,71,148,Yes,2025-09-19,MGR0073
REQ01038,HR,2023-05-05,63,77,Yes,2023-07-07,MGR0145
REQ01039,Operations,2023-09-16,72,28,Yes,2023-11-27,MGR0134
REQ01040,Customer Service,2023-07-06,31,124,Yes,2023-08-06,MGR0154
REQ01041,Finance,2024-12-10,21,138,Yes,2024-12-31,MGR0045
REQ01042,Operations,2024-04-04,31,74,Yes,2024-05-05,MGR0074
REQ01043,Planning,2024-12-15,53,81,Yes,2025-02-06,MGR0109
REQ01044,Maintenance,2023-04-22,49,118,Yes,2023-06-10,MGR0127
REQ01045,Maintenance,2024-06-17,18,117,Yes,2024-07-05,MGR0129
REQ01046,IT,2024-09-20,120,32,Yes,2025-01-18,MGR0066
REQ01047,HR,2025-11-16,39,116,Yes,2025-12-25,MGR0056
REQ01048,IT,2023-07-27,56,33,Yes,2023-09-21,MGR0194
REQ01049,Planning,2024-12-21,60,31,Yes,2025-02-19,MGR0144
REQ01050,Customer Service,2023-04-11,41,8,Yes,2023-05-22,MGR0288
REQ01051,IT,2024-10-04,94,13,Yes,2025-01-06,MGR0083
REQ01052,Maintenance,2024-05-09,62,137,Yes,2024-07-10,MGR0151
REQ01053,HR,2023-03-01,51,121,Yes,2023-04-21,MGR0036
REQ01054,Operations,2025-09-01,37,98,Yes,2025-10-08,MGR0260
REQ01055,Customer Service,2025-04-01,43,134,No,2025-05-14,MGR0277
REQ01056,Maintenance,2024-06-07,54,35,Yes,2024-07-31,MGR0252
REQ01057,Operations,2025-08-13,46,146,Yes,2025-09-28,MGR0207
REQ01058,Operations,2024-02-26,26,21,Yes,2024-03-23,MGR0012
REQ01059,Operations,2023-09-12,51,79,Yes,2023-11-02,MGR0010
REQ01060,Maintenance,2025-11-07,30,105,Yes,2025-12-07,MGR0212
REQ01061,Maintenance,2023-11-01,67,17,Yes,2024-01-07,MGR0023
REQ01062,IT,2023-12-25,47,85,No,2024-02-10,MGR0211
REQ01063,Maintenance,2025-12-03,50,135,Yes,2026-01-22,MGR0175
REQ01064,Finance,2024-01-10,58,148,Yes,2024-03-08,MGR0034
REQ01065,IT,2025-02-14,64,59,No,2025-04-19,MGR0274
REQ01066,Operations,2023-06-07,35,94,Yes,2023-07-12,MGR0229
REQ01067,Maintenance,2025-05-14,62,112,Yes,2025-07-15,MGR0054
REQ01068,Operations,2023-01-02,74,110,Yes,2023-03-17,MGR0288
REQ01069,Operations,2024-09-08,25,140,Yes,2024-10-03,MGR0137
REQ01070,Customer Service,2023-07-08,37,56,No,2023-08-14,MGR0026
REQ01071,Operations,2023-06-28,53,26,No,2023-08-20,MGR0129
REQ01072,Maintenance,2024-01-05,70,62,Yes,2024-03-15,MGR0221
REQ01073,Operations,2023-01-28,21,9,Yes,2023-02-18,MGR0051
REQ01074,Planning,2023-07-26,96,78,No,2023-10-30,MGR0210
REQ01075,Customer Service,2025-10-31,56,23,Yes,2025-12-26,MGR0006
REQ01076,Operations,2023-02-11,58,85,Yes,2023-04-10,MGR0169
REQ01077,Safety & Compliance,2023-04-20,73,32,Yes,2023-07-02,MGR0040
REQ01078,Operations,2025-10-15,54,111,Yes,2025-12-08,MGR0248
REQ01079,Operations,2023-11-28,37,61,Yes,2024-01-04,MGR0113
REQ01080,Customer Service,2024-03-02,59,84,Yes,2024-04-30,MGR0263
REQ01081,Operations,2025-08-08,26,111,Yes,2025-09-03,MGR0177
REQ01082,Planning,2023-01-01,69,97,Yes,2023-03-11,MGR0215
REQ01083,Operations,2025-06-05,48,127,Yes,2025-07-23,MGR0174
REQ01084,Operations,2025-11-18,22,55,Yes,2025-12-10,MGR0187
REQ01085,Maintenance,2023-12-17,26,150,Yes,2024-01-12,MGR0250
REQ01086,IT,2024-09-08,45,100,Yes,2024-10-23,MGR0135
REQ01087,Customer Service,2023-10-15,56,27,Yes,2023-12-10,MGR0189
